"crops","nitrogen","phosphorus","potassium","ph","temperature","rainfall","season","soil_type"
"pigeon_peas_toor_dal","n_10_30","p_55_75","k_15_35",7.5,"t_30_35",60,"rabi","clay_loam"
"pigeon_peas_toor_dal","n_10_30","p_55_75","k_15_35",6.5,"t_25_30",65,"rabi","clay_loam"
"pigeon_peas_toor_dal","n_10_30","p_55_75","k_15_35",7.5,"t_25_30",65,"rabi","clay_loam"
"pigeon_peas_toor_dal","n_10_30","p_55_75","k_15_35",6.5,"t_30_35",65,"rabi","clay_loam"
"pigeon_peas_toor_dal","n_10_30","p_55_75","k_15_35",7.5,"t_30_35",65,"rabi","clay_loam"
"moth_bean_matki","n_10_30","p_25_45","k_15_35",6.2,"t_25_30",50,"kharif","sandy"
"moth_bean_matki","n_10_30","p_25_45","k_15_35",7.2,"t_25_30",50,"kharif","sandy"
"moth_bean_matki","n_10_30","p_25_45","k_15_35",6.2,"t_30_35",50,"kharif","sandy"
"moth_bean_matki","n_10_30","p_25_45","k_15_35",7.2,"t_30_35",50,"kharif","sandy"
"moth_bean_matki","n_10_30","p_25_45","k_15_35",6.2,"t_25_30",75,"kharif","sandy"
"moth_bean_matki","n_10_30","p_25_45","k_15_35",7.2,"t_25_30",75,"kharif","sandy"
"moth_bean_matki","n_10_30","p_25_45","k_15_35",6.2,"t_30_35",75,"kharif","sandy"
"moth_bean_matki","n_10_30","p_25_45","k_15_35",7.2,"t_30_35",75,"kharif","sandy"
"mung_bean","n_10_30","p_25_45","k_15_35",6,"t_25_30",40,"kharif","sandy"
"mung_bean","n_10_30","p_25_45","k_15_35",7.5,"t_25_30",40,"kharif","sandy"
"mung_bean","n_10_30","p_25_45","k_15_35",6,"t_25_30",55,"kharif","sandy"
"mung_bean","n_10_30","p_25_45","k_15_35",7.5,"t_25_30",55,"kharif","sandy"
"mung_bean","n_10_30","p_25_45","k_15_35",6,"t_25_30",40,"kharif","loam"
"mung_bean","n_10_30","p_25_45","k_15_35",7.5,"t_25_30",40,"kharif","loam"
"mung_bean","n_10_30","p_25_45","k_15_35",6,"t_25_30",55,"kharif","loam"
"mung_bean","n_10_30","p_25_45","k_15_35",7.5,"t_25_30",55,"kharif","loam"
"green_peas","n_30_50","p_25_45","k_35_55",6,"t_10_15",50,"rabi","sandy_loam"
"green_peas","n_30_50","p_25_45","k_35_55",6.5,"t_10_15",50,"rabi","sandy_loam"
"green_peas","n_30_50","p_25_45","k_35_55",6,"t_15_20",50,"rabi","sandy_loam"
"green_peas","n_30_50","p_25_45","k_35_55",6.5,"t_15_20",50,"rabi","sandy_loam"
"green_peas","n_30_50","p_25_45","k_35_55",6,"t_10_15",166,"rabi","sandy_loam"
"green_peas","n_30_50","p_25_45","k_35_55",6.5,"t_10_15",166,"rabi","sandy_loam"
"green_peas","n_30_50","p_25_45","k_35_55",6,"t_15_20",166,"rabi","sandy_loam"
"green_peas","n_30_50","p_25_45","k_35_55",6.5,"t_15_20",166,"rabi","sandy_loam"
"horse_gram_kulthi","n_10_30","p_55_75","k_15_35",6,"t_25_30",50,"kharif","black"
"horse_gram_kulthi","n_10_30","p_55_75","k_15_35",7.5,"t_25_30",50,"kharif","black"
"horse_gram_kulthi","n_10_30","p_55_75","k_15_35",6,"t_25_30",70,"kharif","black"
"horse_gram_kulthi","n_10_30","p_55_75","k_15_35",7.5,"t_25_30",70,"kharif","black"
"horse_gram_kulthi","n_10_30","p_55_75","k_15_35",6,"t_25_30",50,"kharif","red_loam"
"horse_gram_kulthi","n_10_30","p_55_75","k_15_35",7.5,"t_25_30",50,"kharif","red_loam"
"horse_gram_kulthi","n_10_30","p_55_75","k_15_35",6,"t_25_30",70,"kharif","red_loam"
"horse_gram_kulthi","n_10_30","p_55_75","k_15_35",7.5,"t_25_30",70,"kharif","red_loam"
"horse_gram_kulthi","n_10_30","p_55_75","k_15_35",6,"t_25_30",50,"kharif","clay_loam"
"horse_gram_kulthi","n_10_30","p_55_75","k_15_35",7.5,"t_25_30",50,"kharif","clay_loam"
"horse_gram_kulthi","n_10_30","p_55_75","k_15_35",6,"t_25_30",70,"kharif","clay_loam"
"horse_gram_kulthi","n_10_30","p_55_75","k_15_35",7.5,"t_25_30",70,"kharif","clay_loam"
"black_gram_urad_bean","n_30_50","p_55_75","k_15_35",6.5,"t_25_30",60,"kharif","loam"
"black_gram_urad_bean","n_30_50","p_55_75","k_15_35",7.8,"t_25_30",60,"kharif","loam"
"black_gram_urad_bean","n_30_50","p_55_75","k_15_35",6.5,"t_30_35",60,"kharif","loam"
"black_gram_urad_bean","n_30_50","p_55_75","k_15_35",7.8,"t_30_35",60,"kharif","loam"
"black_gram_urad_bean","n_30_50","p_55_75","k_15_35",6.5,"t_25_30",75,"kharif","loam"
"black_gram_urad_bean","n_30_50","p_55_75","k_15_35",7.8,"t_25_30",75,"kharif","loam"
"black_gram_urad_bean","n_30_50","p_55_75","k_15_35",6.5,"t_30_35",75,"kharif","loam"
"black_gram_urad_bean","n_30_50","p_55_75","k_15_35",7.8,"t_30_35",75,"kharif","loam"
"black_gram_urad_bean","n_30_50","p_55_75","k_15_35",6.5,"t_25_30",60,"kharif","sandy"
"black_gram_urad_bean","n_30_50","p_55_75","k_15_35",7.8,"t_25_30",60,"kharif","sandy"
"black_gram_urad_bean","n_30_50","p_55_75","k_15_35",6.5,"t_30_35",60,"kharif","sandy"
"black_gram_urad_bean","n_30_50","p_55_75","k_15_35",7.8,"t_30_35",60,"kharif","sandy"
"black_gram_urad_bean","n_30_50","p_55_75","k_15_35",6.5,"t_25_30",75,"kharif","sandy"
"black_gram_urad_bean","n_30_50","p_55_75","k_15_35",7.8,"t_25_30",75,"kharif","sandy"
"black_gram_urad_bean","n_30_50","p_55_75","k_15_35",6.5,"t_30_35",75,"kharif","sandy"
"black_gram_urad_bean","n_30_50","p_55_75","k_15_35",7.8,"t_30_35",75,"kharif","sandy"
"black_gram_urad_bean","n_30_50","p_55_75","k_15_35",6.5,"t_25_30",60,"kharif","clay"
"black_gram_urad_bean","n_30_50","p_55_75","k_15_35",7.8,"t_25_30",60,"kharif","clay"
"black_gram_urad_bean","n_30_50","p_55_75","k_15_35",6.5,"t_30_35",60,"kharif","clay"
"black_gram_urad_bean","n_30_50","p_55_75","k_15_35",7.8,"t_30_35",60,"kharif","clay"
"black_gram_urad_bean","n_30_50","p_55_75","k_15_35",6.5,"t_25_30",75,"kharif","clay"
"black_gram_urad_bean","n_30_50","p_55_75","k_15_35",7.8,"t_25_30",75,"kharif","clay"
"black_gram_urad_bean","n_30_50","p_55_75","k_15_35",6.5,"t_30_35",75,"kharif","clay"
"black_gram_urad_bean","n_30_50","p_55_75","k_15_35",7.8,"t_30_35",75,"kharif","clay"
"rapeseed_mohri","n_30_50","p_25_45","k_15_35",5.5,"t_5_10",40,"rabi","clay_loam"
"rapeseed_mohri","n_30_50","p_25_45","k_15_35",8.3,"t_5_10",40,"rabi","clay_loam"
"rapeseed_mohri","n_30_50","p_25_45","k_15_35",5.5,"t_5_10",100,"rabi","clay_loam"
"rapeseed_mohri","n_30_50","p_25_45","k_15_35",8.3,"t_5_10",100,"rabi","clay_loam"
"coriander_seeds","n_90_110","p_10_30","k_15_35",6.2,"t_15_20",50,"rabi","sandy_loam"
"coriander_seeds","n_90_110","p_10_30","k_15_35",6.8,"t_15_20",50,"rabi","sandy_loam"
"coriander_seeds","n_90_110","p_10_30","k_15_35",6.2,"t_15_20",70,"rabi","sandy_loam"
"coriander_seeds","n_90_110","p_10_30","k_15_35",6.8,"t_15_20",70,"rabi","sandy_loam"
"coriander_seeds","n_90_110","p_10_30","k_15_35",6.2,"t_15_20",50,"rabi","loam"
"coriander_seeds","n_90_110","p_10_30","k_15_35",6.8,"t_15_20",50,"rabi","loam"
"coriander_seeds","n_90_110","p_10_30","k_15_35",6.2,"t_15_20",70,"rabi","loam"
"coriander_seeds","n_90_110","p_10_30","k_15_35",6.8,"t_15_20",70,"rabi","loam"
"mustard_seeds","n_90_110","p_25_45","k_5_15",5.5,"t_5_10",63,"rabi","sandy"
"mustard_seeds","n_90_110","p_25_45","k_5_15",6.8,"t_5_10",63,"rabi","sandy"
"mustard_seeds","n_90_110","p_25_45","k_5_15",5.5,"t_10_15",63,"rabi","sandy"
"mustard_seeds","n_90_110","p_25_45","k_5_15",6.8,"t_10_15",63,"rabi","sandy"
"mustard_seeds","n_90_110","p_25_45","k_5_15",5.5,"t_15_20",63,"rabi","sandy"
"mustard_seeds","n_90_110","p_25_45","k_5_15",6.8,"t_15_20",63,"rabi","sandy"
"mustard_seeds","n_90_110","p_25_45","k_5_15",5.5,"t_20_25",63,"rabi","sandy"
"mustard_seeds","n_90_110","p_25_45","k_5_15",6.8,"t_20_25",63,"rabi","sandy"
"mustard_seeds","n_90_110","p_25_45","k_5_15",5.5,"t_25_30",63,"rabi","sandy"
"mustard_seeds","n_90_110","p_25_45","k_5_15",6.8,"t_25_30",63,"rabi","sandy"
"mustard_seeds","n_90_110","p_25_45","k_5_15",5.5,"t_5_10",100,"rabi","sandy"
"mustard_seeds","n_90_110","p_25_45","k_5_15",6.8,"t_5_10",100,"rabi","sandy"
"mustard_seeds","n_90_110","p_25_45","k_5_15",5.5,"t_10_15",100,"rabi","sandy"
"mustard_seeds","n_90_110","p_25_45","k_5_15",6.8,"t_10_15",100,"rabi","sandy"
"mustard_seeds","n_90_110","p_25_45","k_5_15",5.5,"t_15_20",100,"rabi","sandy"
"mustard_seeds","n_90_110","p_25_45","k_5_15",6.8,"t_15_20",100,"rabi","sandy"
"mustard_seeds","n_90_110","p_25_45","k_5_15",5.5,"t_20_25",100,"rabi","sandy"
"mustard_seeds","n_90_110","p_25_45","k_5_15",6.8,"t_20_25",100,"rabi","sandy"
"mustard_seeds","n_90_110","p_25_45","k_5_15",5.5,"t_25_30",100,"rabi","sandy"
"mustard_seeds","n_90_110","p_25_45","k_5_15",6.8,"t_25_30",100,"rabi","sandy"
"mustard_seeds","n_90_110","p_25_45","k_5_15",5.5,"t_5_10",63,"rabi","clay"
"mustard_seeds","n_90_110","p_25_45","k_5_15",6.8,"t_5_10",63,"rabi","clay"
"mustard_seeds","n_90_110","p_25_45","k_5_15",5.5,"t_10_15",63,"rabi","clay"
"mustard_seeds","n_90_110","p_25_45","k_5_15",6.8,"t_10_15",63,"rabi","clay"
"mustard_seeds","n_90_110","p_25_45","k_5_15",5.5,"t_15_20",63,"rabi","clay"
"mustard_seeds","n_90_110","p_25_45","k_5_15",6.8,"t_15_20",63,"rabi","clay"
"mustard_seeds","n_90_110","p_25_45","k_5_15",5.5,"t_20_25",63,"rabi","clay"
"mustard_seeds","n_90_110","p_25_45","k_5_15",6.8,"t_20_25",63,"rabi","clay"
"mustard_seeds","n_90_110","p_25_45","k_5_15",5.5,"t_25_30",63,"rabi","clay"
"mustard_seeds","n_90_110","p_25_45","k_5_15",6.8,"t_25_30",63,"rabi","clay"
"mustard_seeds","n_90_110","p_25_45","k_5_15",5.5,"t_5_10",100,"rabi","clay"
"mustard_seeds","n_90_110","p_25_45","k_5_15",6.8,"t_5_10",100,"rabi","clay"
"mustard_seeds","n_90_110","p_25_45","k_5_15",5.5,"t_10_15",100,"rabi","clay"
"mustard_seeds","n_90_110","p_25_45","k_5_15",6.8,"t_10_15",100,"rabi","clay"
"mustard_seeds","n_90_110","p_25_45","k_5_15",5.5,"t_15_20",100,"rabi","clay"
"mustard_seeds","n_90_110","p_25_45","k_5_15",6.8,"t_15_20",100,"rabi","clay"
"mustard_seeds","n_90_110","p_25_45","k_5_15",5.5,"t_20_25",100,"rabi","clay"
"mustard_seeds","n_90_110","p_25_45","k_5_15",6.8,"t_20_25",100,"rabi","clay"
"mustard_seeds","n_90_110","p_25_45","k_5_15",5.5,"t_25_30",100,"rabi","clay"
"mustard_seeds","n_90_110","p_25_45","k_5_15",6.8,"t_25_30",100,"rabi","clay"
"sesame_seed","n_10_30","p_10_30","k_15_35",5.5,"t_25_30",51,"kharif","sandy_loam"
"sesame_seed","n_10_30","p_10_30","k_15_35",8,"t_25_30",51,"kharif","sandy_loam"
"sesame_seed","n_10_30","p_10_30","k_15_35",5.5,"t_25_30",66,"kharif","sandy_loam"
"sesame_seed","n_10_30","p_10_30","k_15_35",8,"t_25_30",66,"kharif","sandy_loam"
"cumin_seeds","n_90_110","p_55_75","k_15_35",6.8,"t_20_25",30,"rabi","sandy_loam"
"cumin_seeds","n_90_110","p_55_75","k_15_35",8.3,"t_20_25",30,"rabi","sandy_loam"
"cumin_seeds","n_90_110","p_55_75","k_15_35",6.8,"t_25_30",30,"rabi","sandy_loam"
"cumin_seeds","n_90_110","p_55_75","k_15_35",8.3,"t_25_30",30,"rabi","sandy_loam"
"cumin_seeds","n_90_110","p_55_75","k_15_35",6.8,"t_20_25",270,"rabi","sandy_loam"
"cumin_seeds","n_90_110","p_55_75","k_15_35",8.3,"t_20_25",270,"rabi","sandy_loam"
"cumin_seeds","n_90_110","p_55_75","k_15_35",6.8,"t_25_30",270,"rabi","sandy_loam"
"cumin_seeds","n_90_110","p_55_75","k_15_35",8.3,"t_25_30",270,"rabi","sandy_loam"
"cumin_seeds","n_90_110","p_55_75","k_15_35",6.8,"t_20_25",30,"rabi","loam"
"cumin_seeds","n_90_110","p_55_75","k_15_35",8.3,"t_20_25",30,"rabi","loam"
"cumin_seeds","n_90_110","p_55_75","k_15_35",6.8,"t_25_30",30,"rabi","loam"
"cumin_seeds","n_90_110","p_55_75","k_15_35",8.3,"t_25_30",30,"rabi","loam"
"cumin_seeds","n_90_110","p_55_75","k_15_35",6.8,"t_20_25",270,"rabi","loam"
"cumin_seeds","n_90_110","p_55_75","k_15_35",8.3,"t_20_25",270,"rabi","loam"
"cumin_seeds","n_90_110","p_55_75","k_15_35",6.8,"t_25_30",270,"rabi","loam"
"cumin_seeds","n_90_110","p_55_75","k_15_35",8.3,"t_25_30",270,"rabi","loam"
"lentils_masoor_dal","n_10_30","p_55_75","k_15_35",6,"t_5_10",25,"rabi","alluvial"
"lentils_masoor_dal","n_10_30","p_55_75","k_15_35",6.5,"t_5_10",25,"rabi","alluvial"
"lentils_masoor_dal","n_10_30","p_55_75","k_15_35",6,"t_10_15",25,"rabi","alluvial"
"lentils_masoor_dal","n_10_30","p_55_75","k_15_35",6.5,"t_10_15",25,"rabi","alluvial"
"lentils_masoor_dal","n_10_30","p_55_75","k_15_35",6,"t_15_20",25,"rabi","alluvial"
"lentils_masoor_dal","n_10_30","p_55_75","k_15_35",6.5,"t_15_20",25,"rabi","alluvial"
"lentils_masoor_dal","n_10_30","p_55_75","k_15_35",6,"t_20_25",25,"rabi","alluvial"
"lentils_masoor_dal","n_10_30","p_55_75","k_15_35",6.5,"t_20_25",25,"rabi","alluvial"
"lentils_masoor_dal","n_10_30","p_55_75","k_15_35",6,"t_25_30",25,"rabi","alluvial"
"lentils_masoor_dal","n_10_30","p_55_75","k_15_35",6.5,"t_25_30",25,"rabi","alluvial"
"lentils_masoor_dal","n_10_30","p_55_75","k_15_35",6,"t_5_10",30,"rabi","alluvial"
"lentils_masoor_dal","n_10_30","p_55_75","k_15_35",6.5,"t_5_10",30,"rabi","alluvial"
"lentils_masoor_dal","n_10_30","p_55_75","k_15_35",6,"t_10_15",30,"rabi","alluvial"
"lentils_masoor_dal","n_10_30","p_55_75","k_15_35",6.5,"t_10_15",30,"rabi","alluvial"
"lentils_masoor_dal","n_10_30","p_55_75","k_15_35",6,"t_15_20",30,"rabi","alluvial"
"lentils_masoor_dal","n_10_30","p_55_75","k_15_35",6.5,"t_15_20",30,"rabi","alluvial"
"lentils_masoor_dal","n_10_30","p_55_75","k_15_35",6,"t_20_25",30,"rabi","alluvial"
"lentils_masoor_dal","n_10_30","p_55_75","k_15_35",6.5,"t_20_25",30,"rabi","alluvial"
"lentils_masoor_dal","n_10_30","p_55_75","k_15_35",6,"t_25_30",30,"rabi","alluvial"
"lentils_masoor_dal","n_10_30","p_55_75","k_15_35",6.5,"t_25_30",30,"rabi","alluvial"
"lentils_masoor_dal","n_10_30","p_55_75","k_15_35",6,"t_5_10",25,"rabi","sandy_loam"
"lentils_masoor_dal","n_10_30","p_55_75","k_15_35",6.5,"t_5_10",25,"rabi","sandy_loam"
"lentils_masoor_dal","n_10_30","p_55_75","k_15_35",6,"t_10_15",25,"rabi","sandy_loam"
"lentils_masoor_dal","n_10_30","p_55_75","k_15_35",6.5,"t_10_15",25,"rabi","sandy_loam"
"lentils_masoor_dal","n_10_30","p_55_75","k_15_35",6,"t_15_20",25,"rabi","sandy_loam"
"lentils_masoor_dal","n_10_30","p_55_75","k_15_35",6.5,"t_15_20",25,"rabi","sandy_loam"
"lentils_masoor_dal","n_10_30","p_55_75","k_15_35",6,"t_20_25",25,"rabi","sandy_loam"
"lentils_masoor_dal","n_10_30","p_55_75","k_15_35",6.5,"t_20_25",25,"rabi","sandy_loam"
"lentils_masoor_dal","n_10_30","p_55_75","k_15_35",6,"t_25_30",25,"rabi","sandy_loam"
"lentils_masoor_dal","n_10_30","p_55_75","k_15_35",6.5,"t_25_30",25,"rabi","sandy_loam"
"lentils_masoor_dal","n_10_30","p_55_75","k_15_35",6,"t_5_10",30,"rabi","sandy_loam"
"lentils_masoor_dal","n_10_30","p_55_75","k_15_35",6.5,"t_5_10",30,"rabi","sandy_loam"
"lentils_masoor_dal","n_10_30","p_55_75","k_15_35",6,"t_10_15",30,"rabi","sandy_loam"
"lentils_masoor_dal","n_10_30","p_55_75","k_15_35",6.5,"t_10_15",30,"rabi","sandy_loam"
"lentils_masoor_dal","n_10_30","p_55_75","k_15_35",6,"t_15_20",30,"rabi","sandy_loam"
"lentils_masoor_dal","n_10_30","p_55_75","k_15_35",6.5,"t_15_20",30,"rabi","sandy_loam"
"lentils_masoor_dal","n_10_30","p_55_75","k_15_35",6,"t_20_25",30,"rabi","sandy_loam"
"lentils_masoor_dal","n_10_30","p_55_75","k_15_35",6.5,"t_20_25",30,"rabi","sandy_loam"
"lentils_masoor_dal","n_10_30","p_55_75","k_15_35",6,"t_25_30",30,"rabi","sandy_loam"
"lentils_masoor_dal","n_10_30","p_55_75","k_15_35",6.5,"t_25_30",30,"rabi","sandy_loam"
"eggplant_brinjal","n_60_80","p_10_30","k_35_55",5.5,"t_25_30",60,"kharif","loam"
"eggplant_brinjal","n_60_80","p_10_30","k_35_55",6,"t_25_30",60,"kharif","loam"
"eggplant_brinjal","n_60_80","p_10_30","k_35_55",5.5,"t_30_35",60,"kharif","loam"
"eggplant_brinjal","n_60_80","p_10_30","k_35_55",6,"t_30_35",60,"kharif","loam"
"eggplant_brinjal","n_60_80","p_10_30","k_35_55",5.5,"t_25_30",80,"kharif","loam"
"eggplant_brinjal","n_60_80","p_10_30","k_35_55",6,"t_25_30",80,"kharif","loam"
"eggplant_brinjal","n_60_80","p_10_30","k_35_55",5.5,"t_30_35",80,"kharif","loam"
"eggplant_brinjal","n_60_80","p_10_30","k_35_55",6,"t_30_35",80,"kharif","loam"
"eggplant_brinjal","n_60_80","p_10_30","k_35_55",5.5,"t_25_30",60,"kharif","sandy_loam"
"eggplant_brinjal","n_60_80","p_10_30","k_35_55",6,"t_25_30",60,"kharif","sandy_loam"
"eggplant_brinjal","n_60_80","p_10_30","k_35_55",5.5,"t_30_35",60,"kharif","sandy_loam"
"eggplant_brinjal","n_60_80","p_10_30","k_35_55",6,"t_30_35",60,"kharif","sandy_loam"
"eggplant_brinjal","n_60_80","p_10_30","k_35_55",5.5,"t_25_30",80,"kharif","sandy_loam"
"eggplant_brinjal","n_60_80","p_10_30","k_35_55",6,"t_25_30",80,"kharif","sandy_loam"
"eggplant_brinjal","n_60_80","p_10_30","k_35_55",5.5,"t_30_35",80,"kharif","sandy_loam"
"eggplant_brinjal","n_60_80","p_10_30","k_35_55",6,"t_30_35",80,"kharif","sandy_loam"
"beetroot","n_110_130","p_40_60","k_90_110",6,"t_30_35",60,"rabi","loam"
"beetroot","n_110_130","p_40_60","k_90_110",7.5,"t_30_35",60,"rabi","loam"
"beetroot","n_110_130","p_40_60","k_90_110",6,"t_30_35",65,"rabi","loam"
"beetroot","n_110_130","p_40_60","k_90_110",7.5,"t_30_35",65,"rabi","loam"
"bitter_gourd","n_60_80","p_10_30","k_15_35",6,"t_25_30",48,"rabi","sandy_loam"
"bitter_gourd","n_60_80","p_10_30","k_15_35",7.5,"t_25_30",48,"rabi","sandy_loam"
"bitter_gourd","n_60_80","p_10_30","k_15_35",6,"t_25_30",65,"rabi","sandy_loam"
"bitter_gourd","n_60_80","p_10_30","k_15_35",7.5,"t_25_30",65,"rabi","sandy_loam"
"bitter_gourd","n_60_80","p_10_30","k_15_35",6,"t_25_30",48,"kharif","sandy_loam"
"bitter_gourd","n_60_80","p_10_30","k_15_35",7.5,"t_25_30",48,"kharif","sandy_loam"
"bitter_gourd","n_60_80","p_10_30","k_15_35",6,"t_25_30",65,"kharif","sandy_loam"
"bitter_gourd","n_60_80","p_10_30","k_15_35",7.5,"t_25_30",65,"kharif","sandy_loam"
"bottle_gourd","n_90_110","p_40_60","k_35_55",6,"t_25_30",48,"rabi","sandy_loam"
"bottle_gourd","n_90_110","p_40_60","k_35_55",6.7,"t_25_30",48,"rabi","sandy_loam"
"bottle_gourd","n_90_110","p_40_60","k_35_55",6,"t_25_30",65,"rabi","sandy_loam"
"bottle_gourd","n_90_110","p_40_60","k_35_55",6.7,"t_25_30",65,"rabi","sandy_loam"
"bottle_gourd","n_90_110","p_40_60","k_35_55",6,"t_25_30",48,"kharif","sandy_loam"
"bottle_gourd","n_90_110","p_40_60","k_35_55",6.7,"t_25_30",48,"kharif","sandy_loam"
"bottle_gourd","n_90_110","p_40_60","k_35_55",6,"t_25_30",65,"kharif","sandy_loam"
"bottle_gourd","n_90_110","p_40_60","k_35_55",6.7,"t_25_30",65,"kharif","sandy_loam"
"capsicum_pepper","n_90_110","p_10_30","k_55_75",5.5,"t_25_30",85,"kharif","loam"
"capsicum_pepper","n_90_110","p_10_30","k_55_75",7,"t_25_30",85,"kharif","loam"
"capsicum_pepper","n_90_110","p_10_30","k_55_75",5.5,"t_25_30",120,"kharif","loam"
"capsicum_pepper","n_90_110","p_10_30","k_55_75",7,"t_25_30",120,"kharif","loam"
"cabbage","n_90_110","p_55_75","k_55_75",6,"t_15_20",50,"rabi","sandy_loam"
"cabbage","n_90_110","p_55_75","k_55_75",6.5,"t_15_20",50,"rabi","sandy_loam"
"cabbage","n_90_110","p_55_75","k_55_75",6,"t_15_20",80,"rabi","sandy_loam"
"cabbage","n_90_110","p_55_75","k_55_75",6.5,"t_15_20",80,"rabi","sandy_loam"
"carrot","n_30_50","p_40_60","k_35_55",6,"t_25_30",35,"rabi","sandy_loam"
"carrot","n_30_50","p_40_60","k_35_55",6.5,"t_25_30",35,"rabi","sandy_loam"
"carrot","n_30_50","p_40_60","k_35_55",6,"t_25_30",250,"rabi","sandy_loam"
"carrot","n_30_50","p_40_60","k_35_55",6.5,"t_25_30",250,"rabi","sandy_loam"
"cauliflower","n_60_80","p_55_75","k_35_55",6.5,"t_15_20",50,"rabi","loam"
"cauliflower","n_60_80","p_55_75","k_35_55",6.8,"t_15_20",50,"rabi","loam"
"cauliflower","n_60_80","p_55_75","k_35_55",6.5,"t_20_25",50,"rabi","loam"
"cauliflower","n_60_80","p_55_75","k_35_55",6.8,"t_20_25",50,"rabi","loam"
"cauliflower","n_60_80","p_55_75","k_35_55",6.5,"t_15_20",80,"rabi","loam"
"cauliflower","n_60_80","p_55_75","k_35_55",6.8,"t_15_20",80,"rabi","loam"
"cauliflower","n_60_80","p_55_75","k_35_55",6.5,"t_20_25",80,"rabi","loam"
"cauliflower","n_60_80","p_55_75","k_35_55",6.8,"t_20_25",80,"rabi","loam"
"cauliflower","n_60_80","p_55_75","k_35_55",6.5,"t_15_20",50,"kharif","loam"
"cauliflower","n_60_80","p_55_75","k_35_55",6.8,"t_15_20",50,"kharif","loam"
"cauliflower","n_60_80","p_55_75","k_35_55",6.5,"t_20_25",50,"kharif","loam"
"cauliflower","n_60_80","p_55_75","k_35_55",6.8,"t_20_25",50,"kharif","loam"
"cauliflower","n_60_80","p_55_75","k_35_55",6.5,"t_15_20",80,"kharif","loam"
"cauliflower","n_60_80","p_55_75","k_35_55",6.8,"t_15_20",80,"kharif","loam"
"cauliflower","n_60_80","p_55_75","k_35_55",6.5,"t_20_25",80,"kharif","loam"
"cauliflower","n_60_80","p_55_75","k_35_55",6.8,"t_20_25",80,"kharif","loam"
"cucumber","n_60_80","p_55_75","k_75_95",6,"t_15_20",50,"rabi","sandy_loam"
"cucumber","n_60_80","p_55_75","k_75_95",6.8,"t_15_20",50,"rabi","sandy_loam"
"cucumber","n_60_80","p_55_75","k_75_95",6,"t_20_25",50,"rabi","sandy_loam"
"cucumber","n_60_80","p_55_75","k_75_95",6.8,"t_20_25",50,"rabi","sandy_loam"
"cucumber","n_60_80","p_55_75","k_75_95",6,"t_15_20",80,"rabi","sandy_loam"
"cucumber","n_60_80","p_55_75","k_75_95",6.8,"t_15_20",80,"rabi","sandy_loam"
"cucumber","n_60_80","p_55_75","k_75_95",6,"t_20_25",80,"rabi","sandy_loam"
"cucumber","n_60_80","p_55_75","k_75_95",6.8,"t_20_25",80,"rabi","sandy_loam"
"cucumber","n_60_80","p_55_75","k_75_95",6,"t_15_20",50,"kharif","sandy_loam"
"cucumber","n_60_80","p_55_75","k_75_95",6.8,"t_15_20",50,"kharif","sandy_loam"
"cucumber","n_60_80","p_55_75","k_75_95",6,"t_20_25",50,"kharif","sandy_loam"
"cucumber","n_60_80","p_55_75","k_75_95",6.8,"t_20_25",50,"kharif","sandy_loam"
"cucumber","n_60_80","p_55_75","k_75_95",6,"t_15_20",80,"kharif","sandy_loam"
"cucumber","n_60_80","p_55_75","k_75_95",6.8,"t_15_20",80,"kharif","sandy_loam"
"cucumber","n_60_80","p_55_75","k_75_95",6,"t_20_25",80,"kharif","sandy_loam"
"cucumber","n_60_80","p_55_75","k_75_95",6.8,"t_20_25",80,"kharif","sandy_loam"
"coriander_chinese_parsley","n_10_30","p_10_30","k_15_35",6.2,"t_15_20",50,"rabi","loam"
"coriander_chinese_parsley","n_10_30","p_10_30","k_15_35",6.8,"t_15_20",50,"rabi","loam"
"coriander_chinese_parsley","n_10_30","p_10_30","k_15_35",6.2,"t_20_25",50,"rabi","loam"
"coriander_chinese_parsley","n_10_30","p_10_30","k_15_35",6.8,"t_20_25",50,"rabi","loam"
"coriander_chinese_parsley","n_10_30","p_10_30","k_15_35",6.2,"t_25_30",50,"rabi","loam"
"coriander_chinese_parsley","n_10_30","p_10_30","k_15_35",6.8,"t_25_30",50,"rabi","loam"
"coriander_chinese_parsley","n_10_30","p_10_30","k_15_35",6.2,"t_15_20",80,"rabi","loam"
"coriander_chinese_parsley","n_10_30","p_10_30","k_15_35",6.8,"t_15_20",80,"rabi","loam"
"coriander_chinese_parsley","n_10_30","p_10_30","k_15_35",6.2,"t_20_25",80,"rabi","loam"
"coriander_chinese_parsley","n_10_30","p_10_30","k_15_35",6.8,"t_20_25",80,"rabi","loam"
"coriander_chinese_parsley","n_10_30","p_10_30","k_15_35",6.2,"t_25_30",80,"rabi","loam"
"coriander_chinese_parsley","n_10_30","p_10_30","k_15_35",6.8,"t_25_30",80,"rabi","loam"
"coriander_chinese_parsley","n_10_30","p_10_30","k_15_35",6.2,"t_15_20",50,"kharif","loam"
"coriander_chinese_parsley","n_10_30","p_10_30","k_15_35",6.8,"t_15_20",50,"kharif","loam"
"coriander_chinese_parsley","n_10_30","p_10_30","k_15_35",6.2,"t_20_25",50,"kharif","loam"
"coriander_chinese_parsley","n_10_30","p_10_30","k_15_35",6.8,"t_20_25",50,"kharif","loam"
