"crops","nitrogen","phosphorus","potassium","ph","temperature","annual_rainfall","season","soil_type","clusters"
"fava_bean",90,135,60,6.2,18,40,"rabi","loam",7
"fava_bean",100,135,60,6.2,18,40,"rabi","loam",7
"fava_bean",80,115,70,6.2,18,40,"rabi","loam",7
"fava_bean",90,115,70,6.2,18,40,"rabi","loam",7
"fava_bean",100,115,70,6.2,18,40,"rabi","loam",7
"fava_bean",80,125,70,6.2,18,40,"rabi","loam",7
"fava_bean",90,125,70,6.2,18,40,"rabi","loam",7
"fava_bean",100,125,70,6.2,18,40,"rabi","loam",7
"fava_bean",80,135,70,6.2,18,40,"rabi","loam",7
"fava_bean",90,135,70,6.2,18,40,"rabi","loam",7
"fava_bean",100,135,70,6.2,18,40,"rabi","loam",7
"fava_bean",80,115,50,6.8,18,40,"rabi","loam",7
"fava_bean",90,115,50,6.8,18,40,"rabi","loam",7
"fava_bean",100,115,50,6.8,18,40,"rabi","loam",7
"fava_bean",80,125,50,6.8,18,40,"rabi","loam",7
"fava_bean",90,125,50,6.8,18,40,"rabi","loam",7
"fava_bean",100,125,50,6.8,18,40,"rabi","loam",7
"fava_bean",80,135,50,6.8,18,40,"rabi","loam",7
"fava_bean",90,135,50,6.8,18,40,"rabi","loam",7
"fava_bean",100,135,50,6.8,18,40,"rabi","loam",7
"fava_bean",80,115,60,6.8,18,40,"rabi","loam",7
"fava_bean",90,115,60,6.8,18,40,"rabi","loam",7
"fava_bean",100,115,60,6.8,18,40,"rabi","loam",7
"fava_bean",80,125,60,6.8,18,40,"rabi","loam",7
"fava_bean",90,125,60,6.8,18,40,"rabi","loam",7
"fava_bean",100,125,60,6.8,18,40,"rabi","loam",7
"fava_bean",80,135,60,6.8,18,40,"rabi","loam",7
"fava_bean",90,135,60,6.8,18,40,"rabi","loam",7
"fava_bean",100,135,60,6.8,18,40,"rabi","loam",7
"fava_bean",80,115,70,6.8,18,40,"rabi","loam",7
"fava_bean",90,115,70,6.8,18,40,"rabi","loam",7
"fava_bean",100,115,70,6.8,18,40,"rabi","loam",7
"fava_bean",80,125,70,6.8,18,40,"rabi","loam",7
"fava_bean",90,125,70,6.8,18,40,"rabi","loam",7
"fava_bean",100,125,70,6.8,18,40,"rabi","loam",7
"fava_bean",80,135,70,6.8,18,40,"rabi","loam",7
"fava_bean",90,135,70,6.8,18,40,"rabi","loam",7
"fava_bean",100,135,70,6.8,18,40,"rabi","loam",7
"lima_bean",30,50,10,6,16,90,"kharif","loam",4
"lima_bean",40,50,10,6,16,90,"kharif","loam",4
"lima_bean",50,50,10,6,16,90,"kharif","loam",4
"lima_bean",30,60,10,6,16,90,"kharif","loam",6
"lima_bean",40,60,10,6,16,90,"kharif","loam",6
"lima_bean",50,60,10,6,16,90,"kharif","loam",6
"lima_bean",30,70,10,6,16,90,"kharif","loam",6
"lima_bean",40,70,10,6,16,90,"kharif","loam",6
"lima_bean",50,70,10,6,16,90,"kharif","loam",6
"lima_bean",30,50,20,6,16,90,"kharif","loam",4
"lima_bean",40,50,20,6,16,90,"kharif","loam",4
"lima_bean",50,50,20,6,16,90,"kharif","loam",4
"lima_bean",30,60,20,6,16,90,"kharif","loam",6
"lima_bean",40,60,20,6,16,90,"kharif","loam",6
"lima_bean",50,60,20,6,16,90,"kharif","loam",6
"lima_bean",30,70,20,6,16,90,"kharif","loam",6
"lima_bean",40,70,20,6,16,90,"kharif","loam",6
"lima_bean",50,70,20,6,16,90,"kharif","loam",6
"lima_bean",30,50,30,6,16,90,"kharif","loam",4
"lima_bean",40,50,30,6,16,90,"kharif","loam",4
"lima_bean",50,50,30,6,16,90,"kharif","loam",4
"lima_bean",30,60,30,6,16,90,"kharif","loam",6
"lima_bean",40,60,30,6,16,90,"kharif","loam",6
"lima_bean",50,60,30,6,16,90,"kharif","loam",6
"lima_bean",30,70,30,6,16,90,"kharif","loam",6
"lima_bean",40,70,30,6,16,90,"kharif","loam",6
"lima_bean",50,70,30,6,16,90,"kharif","loam",6
"lima_bean",30,50,10,7,16,90,"kharif","loam",6
"lima_bean",40,50,10,7,16,90,"kharif","loam",6
"lima_bean",50,50,10,7,16,90,"kharif","loam",6
"lima_bean",30,60,10,7,16,90,"kharif","loam",6
"lima_bean",40,60,10,7,16,90,"kharif","loam",6
"lima_bean",50,60,10,7,16,90,"kharif","loam",6
"lima_bean",30,70,10,7,16,90,"kharif","loam",6
"lima_bean",40,70,10,7,16,90,"kharif","loam",6
"lima_bean",50,70,10,7,16,90,"kharif","loam",6
"lima_bean",30,50,20,7,16,90,"kharif","loam",6
"lima_bean",40,50,20,7,16,90,"kharif","loam",6
"lima_bean",50,50,20,7,16,90,"kharif","loam",6
"lima_bean",30,60,20,7,16,90,"kharif","loam",6
"lima_bean",40,60,20,7,16,90,"kharif","loam",6
"lima_bean",50,60,20,7,16,90,"kharif","loam",6
"lima_bean",30,70,20,7,16,90,"kharif","loam",6
"lima_bean",40,70,20,7,16,90,"kharif","loam",6
"lima_bean",50,70,20,7,16,90,"kharif","loam",6
"lima_bean",30,50,30,7,16,90,"kharif","loam",6
"lima_bean",40,50,30,7,16,90,"kharif","loam",6
"lima_bean",50,50,30,7,16,90,"kharif","loam",6
"lima_bean",30,60,30,7,16,90,"kharif","loam",6
"lima_bean",40,60,30,7,16,90,"kharif","loam",6
"lima_bean",50,60,30,7,16,90,"kharif","loam",6
"lima_bean",30,70,30,7,16,90,"kharif","loam",6
"lima_bean",40,70,30,7,16,90,"kharif","loam",6
"lima_bean",50,70,30,7,16,90,"kharif","loam",6
"lima_bean",30,50,10,6,21,90,"kharif","loam",6
"lima_bean",40,50,10,6,21,90,"kharif","loam",6
"lima_bean",50,50,10,6,21,90,"kharif","loam",6
"lima_bean",30,60,10,6,21,90,"kharif","loam",6
"lima_bean",40,60,10,6,21,90,"kharif","loam",6
"lima_bean",50,60,10,6,21,90,"kharif","loam",6
"lima_bean",30,70,10,6,21,90,"kharif","loam",6
"lima_bean",40,70,10,6,21,90,"kharif","loam",6
"lima_bean",50,70,10,6,21,90,"kharif","loam",6
"lima_bean",30,50,20,6,21,90,"kharif","loam",6
"lima_bean",40,50,20,6,21,90,"kharif","loam",6
"lima_bean",50,50,20,6,21,90,"kharif","loam",6
"lima_bean",30,60,20,6,21,90,"kharif","loam",6
"lima_bean",40,60,20,6,21,90,"kharif","loam",6
"lima_bean",50,60,20,6,21,90,"kharif","loam",6
"lima_bean",30,70,20,6,21,90,"kharif","loam",6
"lima_bean",40,70,20,6,21,90,"kharif","loam",6
"lima_bean",50,70,20,6,21,90,"kharif","loam",6
"lima_bean",30,50,30,6,21,90,"kharif","loam",6
"lima_bean",40,50,30,6,21,90,"kharif","loam",6
"lima_bean",50,50,30,6,21,90,"kharif","loam",6
"lima_bean",30,60,30,6,21,90,"kharif","loam",6
"lima_bean",40,60,30,6,21,90,"kharif","loam",6
"lima_bean",50,60,30,6,21,90,"kharif","loam",6
"lima_bean",30,70,30,6,21,90,"kharif","loam",6
"lima_bean",40,70,30,6,21,90,"kharif","loam",6
"lima_bean",50,70,30,6,21,90,"kharif","loam",6
"lima_bean",30,50,10,7,21,90,"kharif","loam",6
"lima_bean",40,50,10,7,21,90,"kharif","loam",6
"lima_bean",50,50,10,7,21,90,"kharif","loam",6
"lima_bean",30,60,10,7,21,90,"kharif","loam",6
"lima_bean",40,60,10,7,21,90,"kharif","loam",6
"lima_bean",50,60,10,7,21,90,"kharif","loam",6
"lima_bean",30,70,10,7,21,90,"kharif","loam",6
"lima_bean",40,70,10,7,21,90,"kharif","loam",6
"lima_bean",50,70,10,7,21,90,"kharif","loam",6
"lima_bean",30,50,20,7,21,90,"kharif","loam",6
"lima_bean",40,50,20,7,21,90,"kharif","loam",6
"lima_bean",50,50,20,7,21,90,"kharif","loam",6
"lima_bean",30,60,20,7,21,90,"kharif","loam",6
"lima_bean",40,60,20,7,21,90,"kharif","loam",6
"lima_bean",50,60,20,7,21,90,"kharif","loam",6
"lima_bean",30,70,20,7,21,90,"kharif","loam",6
"lima_bean",40,70,20,7,21,90,"kharif","loam",6
"lima_bean",50,70,20,7,21,90,"kharif","loam",6
"lima_bean",30,50,30,7,21,90,"kharif","loam",6
"lima_bean",40,50,30,7,21,90,"kharif","loam",6
"lima_bean",50,50,30,7,21,90,"kharif","loam",6
"lima_bean",30,60,30,7,21,90,"kharif","loam",6
"lima_bean",40,60,30,7,21,90,"kharif","loam",6
"lima_bean",50,60,30,7,21,90,"kharif","loam",6
"lima_bean",30,70,30,7,21,90,"kharif","loam",6
"lima_bean",40,70,30,7,21,90,"kharif","loam",6
"lima_bean",50,70,30,7,21,90,"kharif","loam",6
"lima_bean",30,50,10,6,16,150,"kharif","loam",4
"lima_bean",40,50,10,6,16,150,"kharif","loam",4
"lima_bean",50,50,10,6,16,150,"kharif","loam",4
"lima_bean",30,60,10,6,16,150,"kharif","loam",4
"lima_bean",40,60,10,6,16,150,"kharif","loam",4
"lima_bean",50,60,10,6,16,150,"kharif","loam",4
"lima_bean",30,70,10,6,16,150,"kharif","loam",6
"lima_bean",40,70,10,6,16,150,"kharif","loam",6
"lima_bean",50,70,10,6,16,150,"kharif","loam",6
"lima_bean",30,50,20,6,16,150,"kharif","loam",4
"lima_bean",40,50,20,6,16,150,"kharif","loam",4
"lima_bean",50,50,20,6,16,150,"kharif","loam",4
"lima_bean",30,60,20,6,16,150,"kharif","loam",4
"lima_bean",40,60,20,6,16,150,"kharif","loam",4
"lima_bean",50,60,20,6,16,150,"kharif","loam",4
"lima_bean",30,70,20,6,16,150,"kharif","loam",6
"lima_bean",40,70,20,6,16,150,"kharif","loam",6
"lima_bean",50,70,20,6,16,150,"kharif","loam",6
"lima_bean",30,50,30,6,16,150,"kharif","loam",4
"lima_bean",40,50,30,6,16,150,"kharif","loam",4
"lima_bean",50,50,30,6,16,150,"kharif","loam",4
"lima_bean",30,60,30,6,16,150,"kharif","loam",4
"lima_bean",40,60,30,6,16,150,"kharif","loam",4
"lima_bean",50,60,30,6,16,150,"kharif","loam",4
"lima_bean",30,70,30,6,16,150,"kharif","loam",6
"lima_bean",40,70,30,6,16,150,"kharif","loam",6
"lima_bean",50,70,30,6,16,150,"kharif","loam",6
"lima_bean",30,50,10,7,16,150,"kharif","loam",6
"lima_bean",40,50,10,7,16,150,"kharif","loam",6
"lima_bean",50,50,10,7,16,150,"kharif","loam",6
"lima_bean",30,60,10,7,16,150,"kharif","loam",6
"lima_bean",40,60,10,7,16,150,"kharif","loam",6
"lima_bean",50,60,10,7,16,150,"kharif","loam",6
"lima_bean",30,70,10,7,16,150,"kharif","loam",6
"lima_bean",40,70,10,7,16,150,"kharif","loam",6
"lima_bean",50,70,10,7,16,150,"kharif","loam",6
"lima_bean",30,50,20,7,16,150,"kharif","loam",6
"lima_bean",40,50,20,7,16,150,"kharif","loam",6
"lima_bean",50,50,20,7,16,150,"kharif","loam",6
"lima_bean",30,60,20,7,16,150,"kharif","loam",6
"lima_bean",40,60,20,7,16,150,"kharif","loam",6
"lima_bean",50,60,20,7,16,150,"kharif","loam",6
"lima_bean",30,70,20,7,16,150,"kharif","loam",6
"lima_bean",40,70,20,7,16,150,"kharif","loam",6
"lima_bean",50,70,20,7,16,150,"kharif","loam",6
"lima_bean",30,50,30,7,16,150,"kharif","loam",6
"lima_bean",40,50,30,7,16,150,"kharif","loam",6
"lima_bean",50,50,30,7,16,150,"kharif","loam",6
"lima_bean",30,60,30,7,16,150,"kharif","loam",6
"lima_bean",40,60,30,7,16,150,"kharif","loam",6
"lima_bean",50,60,30,7,16,150,"kharif","loam",6
"lima_bean",30,70,30,7,16,150,"kharif","loam",6
"lima_bean",40,70,30,7,16,150,"kharif","loam",6
"lima_bean",50,70,30,7,16,150,"kharif","loam",6
"lima_bean",30,50,10,6,21,150,"kharif","loam",6
"lima_bean",40,50,10,6,21,150,"kharif","loam",6
"lima_bean",50,50,10,6,21,150,"kharif","loam",6
"lima_bean",30,60,10,6,21,150,"kharif","loam",6
"lima_bean",40,60,10,6,21,150,"kharif","loam",6
"lima_bean",50,60,10,6,21,150,"kharif","loam",6
"lima_bean",30,70,10,6,21,150,"kharif","loam",6
"lima_bean",40,70,10,6,21,150,"kharif","loam",6
"lima_bean",50,70,10,6,21,150,"kharif","loam",6
"lima_bean",30,50,20,6,21,150,"kharif","loam",6
"lima_bean",40,50,20,6,21,150,"kharif","loam",6
"lima_bean",50,50,20,6,21,150,"kharif","loam",6
"lima_bean",30,60,20,6,21,150,"kharif","loam",6
"lima_bean",40,60,20,6,21,150,"kharif","loam",6
"lima_bean",50,60,20,6,21,150,"kharif","loam",6
"lima_bean",30,70,20,6,21,150,"kharif","loam",6
"lima_bean",40,70,20,6,21,150,"kharif","loam",6
"lima_bean",50,70,20,6,21,150,"kharif","loam",6
"lima_bean",30,50,30,6,21,150,"kharif","loam",6
"lima_bean",40,50,30,6,21,150,"kharif","loam",6
"lima_bean",50,50,30,6,21,150,"kharif","loam",6
"lima_bean",30,60,30,6,21,150,"kharif","loam",6
"lima_bean",40,60,30,6,21,150,"kharif","loam",6
"lima_bean",50,60,30,6,21,150,"kharif","loam",6
"lima_bean",30,70,30,6,21,150,"kharif","loam",6
"lima_bean",40,70,30,6,21,150,"kharif","loam",6
"lima_bean",50,70,30,6,21,150,"kharif","loam",6
"lima_bean",30,50,10,7,21,150,"kharif","loam",6
"lima_bean",40,50,10,7,21,150,"kharif","loam",6
"lima_bean",50,50,10,7,21,150,"kharif","loam",6
"lima_bean",30,60,10,7,21,150,"kharif","loam",6
"lima_bean",40,60,10,7,21,150,"kharif","loam",6
"lima_bean",50,60,10,7,21,150,"kharif","loam",6
"lima_bean",30,70,10,7,21,150,"kharif","loam",6
"lima_bean",40,70,10,7,21,150,"kharif","loam",6
"lima_bean",50,70,10,7,21,150,"kharif","loam",6
"lima_bean",30,50,20,7,21,150,"kharif","loam",6
"lima_bean",40,50,20,7,21,150,"kharif","loam",6
"lima_bean",50,50,20,7,21,150,"kharif","loam",6
"lima_bean",30,60,20,7,21,150,"kharif","loam",6
"lima_bean",40,60,20,7,21,150,"kharif","loam",6
"lima_bean",50,60,20,7,21,150,"kharif","loam",6
"lima_bean",30,70,20,7,21,150,"kharif","loam",6
"lima_bean",40,70,20,7,21,150,"kharif","loam",6
"lima_bean",50,70,20,7,21,150,"kharif","loam",6
"lima_bean",30,50,30,7,21,150,"kharif","loam",6
"lima_bean",40,50,30,7,21,150,"kharif","loam",6
"lima_bean",50,50,30,7,21,150,"kharif","loam",6
"lima_bean",30,60,30,7,21,150,"kharif","loam",6
"lima_bean",40,60,30,7,21,150,"kharif","loam",6
"lima_bean",50,60,30,7,21,150,"kharif","loam",6
"lima_bean",30,70,30,7,21,150,"kharif","loam",6
"lima_bean",40,70,30,7,21,150,"kharif","loam",6
"lima_bean",50,70,30,7,21,150,"kharif","loam",6
"guar",15,40,15,7,25,25,"kharif","loam",6
"guar",25,40,15,7,25,25,"kharif","loam",6
"guar",35,40,15,7,25,25,"kharif","loam",6
"guar",15,50,15,7,25,25,"kharif","loam",6
"guar",25,50,15,7,25,25,"kharif","loam",6
"guar",35,50,15,7,25,25,"kharif","loam",6
"guar",15,60,15,7,25,25,"kharif","loam",6
"guar",25,60,15,7,25,25,"kharif","loam",6
"guar",35,60,15,7,25,25,"kharif","loam",6
"guar",15,40,25,7,25,25,"kharif","loam",6
"guar",25,40,25,7,25,25,"kharif","loam",6
"guar",35,40,25,7,25,25,"kharif","loam",6
"guar",15,50,25,7,25,25,"kharif","loam",6
"guar",25,50,25,7,25,25,"kharif","loam",6
"guar",35,50,25,7,25,25,"kharif","loam",6
"guar",15,60,25,7,25,25,"kharif","loam",6
"guar",25,60,25,7,25,25,"kharif","loam",6
"guar",35,60,25,7,25,25,"kharif","loam",6
"guar",15,40,35,7,25,25,"kharif","loam",6
"guar",25,40,35,7,25,25,"kharif","loam",6
"guar",35,40,35,7,25,25,"kharif","loam",6
"guar",15,50,35,7,25,25,"kharif","loam",6
"guar",25,50,35,7,25,25,"kharif","loam",6
"guar",35,50,35,7,25,25,"kharif","loam",6
"guar",15,60,35,7,25,25,"kharif","loam",6
"guar",25,60,35,7,25,25,"kharif","loam",6
"guar",35,60,35,7,25,25,"kharif","loam",6
"guar",15,40,15,8,25,25,"kharif","loam",6
"guar",25,40,15,8,25,25,"kharif","loam",6
"guar",35,40,15,8,25,25,"kharif","loam",6
"guar",15,50,15,8,25,25,"kharif","loam",6
"guar",25,50,15,8,25,25,"kharif","loam",6
"guar",35,50,15,8,25,25,"kharif","loam",6
"guar",15,60,15,8,25,25,"kharif","loam",6
"guar",25,60,15,8,25,25,"kharif","loam",6
"guar",35,60,15,8,25,25,"kharif","loam",6
"guar",15,40,25,8,25,25,"kharif","loam",6
"guar",25,40,25,8,25,25,"kharif","loam",6
"guar",35,40,25,8,25,25,"kharif","loam",6
"guar",15,50,25,8,25,25,"kharif","loam",6
"guar",25,50,25,8,25,25,"kharif","loam",6
"guar",35,50,25,8,25,25,"kharif","loam",6
"guar",15,60,25,8,25,25,"kharif","loam",6
"guar",25,60,25,8,25,25,"kharif","loam",6
"guar",35,60,25,8,25,25,"kharif","loam",6
"guar",15,40,35,8,25,25,"kharif","loam",6
"guar",25,40,35,8,25,25,"kharif","loam",6
"guar",35,40,35,8,25,25,"kharif","loam",6
"guar",15,50,35,8,25,25,"kharif","loam",6
"guar",25,50,35,8,25,25,"kharif","loam",6
"guar",35,50,35,8,25,25,"kharif","loam",6
"guar",15,60,35,8,25,25,"kharif","loam",6
"guar",25,60,35,8,25,25,"kharif","loam",6
"guar",35,60,35,8,25,25,"kharif","loam",6
"guar",15,40,15,7,30,25,"kharif","loam",6
"guar",25,40,15,7,30,25,"kharif","loam",6
"guar",35,40,15,7,30,25,"kharif","loam",6
"guar",15,50,15,7,30,25,"kharif","loam",6
"guar",25,50,15,7,30,25,"kharif","loam",6
"guar",35,50,15,7,30,25,"kharif","loam",6
"guar",15,60,15,7,30,25,"kharif","loam",6
"guar",25,60,15,7,30,25,"kharif","loam",6
"guar",35,60,15,7,30,25,"kharif","loam",6
"guar",15,40,25,7,30,25,"kharif","loam",6
"guar",25,40,25,7,30,25,"kharif","loam",6
"guar",35,40,25,7,30,25,"kharif","loam",6
"guar",15,50,25,7,30,25,"kharif","loam",6
"guar",25,50,25,7,30,25,"kharif","loam",6
"guar",35,50,25,7,30,25,"kharif","loam",6
"guar",15,60,25,7,30,25,"kharif","loam",6
"guar",25,60,25,7,30,25,"kharif","loam",6
"guar",35,60,25,7,30,25,"kharif","loam",6
"guar",15,40,35,7,30,25,"kharif","loam",6
"guar",25,40,35,7,30,25,"kharif","loam",6
"guar",35,40,35,7,30,25,"kharif","loam",6
"guar",15,50,35,7,30,25,"kharif","loam",6
"guar",25,50,35,7,30,25,"kharif","loam",6
"guar",35,50,35,7,30,25,"kharif","loam",6
"guar",15,60,35,7,30,25,"kharif","loam",6
"guar",25,60,35,7,30,25,"kharif","loam",6
"guar",35,60,35,7,30,25,"kharif","loam",6
"guar",15,40,15,8,30,25,"kharif","loam",6
"guar",25,40,15,8,30,25,"kharif","loam",6
"guar",35,40,15,8,30,25,"kharif","loam",6
"guar",15,50,15,8,30,25,"kharif","loam",6
"guar",25,50,15,8,30,25,"kharif","loam",6
"guar",35,50,15,8,30,25,"kharif","loam",6
"guar",15,60,15,8,30,25,"kharif","loam",6
"guar",25,60,15,8,30,25,"kharif","loam",6
"guar",35,60,15,8,30,25,"kharif","loam",6
"guar",15,40,25,8,30,25,"kharif","loam",6
"guar",25,40,25,8,30,25,"kharif","loam",6
"guar",35,40,25,8,30,25,"kharif","loam",6
"guar",15,50,25,8,30,25,"kharif","loam",6
"guar",25,50,25,8,30,25,"kharif","loam",6
"guar",35,50,25,8,30,25,"kharif","loam",6
"guar",15,60,25,8,30,25,"kharif","loam",6
"guar",25,60,25,8,30,25,"kharif","loam",6
"guar",35,60,25,8,30,25,"kharif","loam",6
"guar",15,40,35,8,30,25,"kharif","loam",6
"guar",25,40,35,8,30,25,"kharif","loam",6
"guar",35,40,35,8,30,25,"kharif","loam",6
"guar",15,50,35,8,30,25,"kharif","loam",6
"guar",25,50,35,8,30,25,"kharif","loam",6
"guar",35,50,35,8,30,25,"kharif","loam",6
"guar",15,60,35,8,30,25,"kharif","loam",6
"guar",25,60,35,8,30,25,"kharif","loam",6
"guar",35,60,35,8,30,25,"kharif","loam",6
"guar",15,40,15,7,25,100,"kharif","loam",6
"guar",25,40,15,7,25,100,"kharif","loam",6
"guar",35,40,15,7,25,100,"kharif","loam",6
"guar",15,50,15,7,25,100,"kharif","loam",6
"guar",25,50,15,7,25,100,"kharif","loam",6
"guar",35,50,15,7,25,100,"kharif","loam",6
"guar",15,60,15,7,25,100,"kharif","loam",6
"guar",25,60,15,7,25,100,"kharif","loam",6
"guar",35,60,15,7,25,100,"kharif","loam",6
"guar",15,40,25,7,25,100,"kharif","loam",6
"guar",25,40,25,7,25,100,"kharif","loam",6
"guar",35,40,25,7,25,100,"kharif","loam",6
"guar",15,50,25,7,25,100,"kharif","loam",6
"guar",25,50,25,7,25,100,"kharif","loam",6
"guar",35,50,25,7,25,100,"kharif","loam",6
"guar",15,60,25,7,25,100,"kharif","loam",6
"guar",25,60,25,7,25,100,"kharif","loam",6
"guar",35,60,25,7,25,100,"kharif","loam",6
"guar",15,40,35,7,25,100,"kharif","loam",6
"guar",25,40,35,7,25,100,"kharif","loam",6
"guar",35,40,35,7,25,100,"kharif","loam",6
"guar",15,50,35,7,25,100,"kharif","loam",6
"guar",25,50,35,7,25,100,"kharif","loam",6
"guar",35,50,35,7,25,100,"kharif","loam",6
"guar",15,60,35,7,25,100,"kharif","loam",6
"guar",25,60,35,7,25,100,"kharif","loam",6
"guar",35,60,35,7,25,100,"kharif","loam",6
"guar",15,40,15,8,25,100,"kharif","loam",6
"guar",25,40,15,8,25,100,"kharif","loam",6
"guar",35,40,15,8,25,100,"kharif","loam",6
"guar",15,50,15,8,25,100,"kharif","loam",6
"guar",25,50,15,8,25,100,"kharif","loam",6
"guar",35,50,15,8,25,100,"kharif","loam",6
"guar",15,60,15,8,25,100,"kharif","loam",6
"guar",25,60,15,8,25,100,"kharif","loam",6
"guar",35,60,15,8,25,100,"kharif","loam",6
"guar",15,40,25,8,25,100,"kharif","loam",6
"guar",25,40,25,8,25,100,"kharif","loam",6
"guar",35,40,25,8,25,100,"kharif","loam",6
"guar",15,50,25,8,25,100,"kharif","loam",6
"guar",25,50,25,8,25,100,"kharif","loam",6
"guar",35,50,25,8,25,100,"kharif","loam",6
"guar",15,60,25,8,25,100,"kharif","loam",6
"guar",25,60,25,8,25,100,"kharif","loam",6
"guar",35,60,25,8,25,100,"kharif","loam",6
"guar",15,40,35,8,25,100,"kharif","loam",6
"guar",25,40,35,8,25,100,"kharif","loam",6
"guar",35,40,35,8,25,100,"kharif","loam",6
"guar",15,50,35,8,25,100,"kharif","loam",6
"guar",25,50,35,8,25,100,"kharif","loam",6
"guar",35,50,35,8,25,100,"kharif","loam",6
"guar",15,60,35,8,25,100,"kharif","loam",6
"guar",25,60,35,8,25,100,"kharif","loam",6
"guar",35,60,35,8,25,100,"kharif","loam",6
"guar",15,40,15,7,30,100,"kharif","loam",6
"guar",25,40,15,7,30,100,"kharif","loam",6
"guar",35,40,15,7,30,100,"kharif","loam",6
"guar",15,50,15,7,30,100,"kharif","loam",6
"guar",25,50,15,7,30,100,"kharif","loam",6
"guar",35,50,15,7,30,100,"kharif","loam",6
"guar",15,60,15,7,30,100,"kharif","loam",6
"guar",25,60,15,7,30,100,"kharif","loam",6
"guar",35,60,15,7,30,100,"kharif","loam",6
"guar",15,40,25,7,30,100,"kharif","loam",6
"guar",25,40,25,7,30,100,"kharif","loam",6
"guar",35,40,25,7,30,100,"kharif","loam",6
"guar",15,50,25,7,30,100,"kharif","loam",6
"guar",25,50,25,7,30,100,"kharif","loam",6
"guar",35,50,25,7,30,100,"kharif","loam",6
"guar",15,60,25,7,30,100,"kharif","loam",6
"guar",25,60,25,7,30,100,"kharif","loam",6
"guar",35,60,25,7,30,100,"kharif","loam",6
"guar",15,40,35,7,30,100,"kharif","loam",6
"guar",25,40,35,7,30,100,"kharif","loam",6
"guar",35,40,35,7,30,100,"kharif","loam",6
"guar",15,50,35,7,30,100,"kharif","loam",6
"guar",25,50,35,7,30,100,"kharif","loam",6
"guar",35,50,35,7,30,100,"kharif","loam",6
"guar",15,60,35,7,30,100,"kharif","loam",6
"guar",25,60,35,7,30,100,"kharif","loam",6
"guar",35,60,35,7,30,100,"kharif","loam",6
"guar",15,40,15,8,30,100,"kharif","loam",6
"guar",25,40,15,8,30,100,"kharif","loam",6
"guar",35,40,15,8,30,100,"kharif","loam",6
"guar",15,50,15,8,30,100,"kharif","loam",6
"guar",25,50,15,8,30,100,"kharif","loam",6
"guar",35,50,15,8,30,100,"kharif","loam",6
"guar",15,60,15,8,30,100,"kharif","loam",6
"guar",25,60,15,8,30,100,"kharif","loam",6
"guar",35,60,15,8,30,100,"kharif","loam",6
"guar",15,40,25,8,30,100,"kharif","loam",6
"guar",25,40,25,8,30,100,"kharif","loam",6
"guar",35,40,25,8,30,100,"kharif","loam",6
"guar",15,50,25,8,30,100,"kharif","loam",6
"guar",25,50,25,8,30,100,"kharif","loam",6
"guar",35,50,25,8,30,100,"kharif","loam",6
"guar",15,60,25,8,30,100,"kharif","loam",6
"guar",25,60,25,8,30,100,"kharif","loam",6
"guar",35,60,25,8,30,100,"kharif","loam",6
"guar",15,40,35,8,30,100,"kharif","loam",6
"guar",25,40,35,8,30,100,"kharif","loam",6
"guar",35,40,35,8,30,100,"kharif","loam",6
"guar",15,50,35,8,30,100,"kharif","loam",6
"guar",25,50,35,8,30,100,"kharif","loam",6
"guar",35,50,35,8,30,100,"kharif","loam",6
"guar",15,60,35,8,30,100,"kharif","loam",6
"guar",25,60,35,8,30,100,"kharif","loam",6
"guar",35,60,35,8,30,100,"kharif","loam",6
"guar",15,40,15,7,25,25,"kharif","sandy_loam",6
"guar",25,40,15,7,25,25,"kharif","sandy_loam",6
"guar",35,40,15,7,25,25,"kharif","sandy_loam",6
"guar",15,50,15,7,25,25,"kharif","sandy_loam",6
"guar",25,50,15,7,25,25,"kharif","sandy_loam",6
"guar",35,50,15,7,25,25,"kharif","sandy_loam",6
"guar",15,60,15,7,25,25,"kharif","sandy_loam",6
"guar",25,60,15,7,25,25,"kharif","sandy_loam",6
"guar",35,60,15,7,25,25,"kharif","sandy_loam",6
"guar",15,40,25,7,25,25,"kharif","sandy_loam",6
"guar",25,40,25,7,25,25,"kharif","sandy_loam",6
"guar",35,40,25,7,25,25,"kharif","sandy_loam",6
"guar",15,50,25,7,25,25,"kharif","sandy_loam",6
"guar",25,50,25,7,25,25,"kharif","sandy_loam",6
"guar",35,50,25,7,25,25,"kharif","sandy_loam",6
"guar",15,60,25,7,25,25,"kharif","sandy_loam",6
"guar",25,60,25,7,25,25,"kharif","sandy_loam",6
"guar",35,60,25,7,25,25,"kharif","sandy_loam",6
"guar",15,40,35,7,25,25,"kharif","sandy_loam",6
"guar",25,40,35,7,25,25,"kharif","sandy_loam",6
"guar",35,40,35,7,25,25,"kharif","sandy_loam",6
"guar",15,50,35,7,25,25,"kharif","sandy_loam",6
"guar",25,50,35,7,25,25,"kharif","sandy_loam",6
"guar",35,50,35,7,25,25,"kharif","sandy_loam",6
"guar",15,60,35,7,25,25,"kharif","sandy_loam",6
"guar",25,60,35,7,25,25,"kharif","sandy_loam",6
"guar",35,60,35,7,25,25,"kharif","sandy_loam",6
"guar",15,40,15,8,25,25,"kharif","sandy_loam",6
"guar",25,40,15,8,25,25,"kharif","sandy_loam",6
