"crops","nitrogen","phosphorus","potassium","ph","temperature","annual_rainfall","clusters","season","soil_type.alluvial","soil_type.black","soil_type.clay","soil_type.clay_loam","soil_type.gravely","soil_type.laterite","soil_type.lateritic","soil_type.loam","soil_type.loamy","soil_type.red","soil_type.red_laterite","soil_type.red_loam","soil_type.red_loamy","soil_type.red_yellow","soil_type.sandy","soil_type.sandy_clay_loam","soil_type.sandy_loam"
"pigeon_peas_toor_dal",20,50,20,7.5,35,60,"13",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",30,50,20,7.5,35,60,"13",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",10,60,20,7.5,35,60,"6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",20,60,20,7.5,35,60,"6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",30,60,20,7.5,35,60,"6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",10,70,20,7.5,35,60,"6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",20,70,20,7.5,35,60,"6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",30,70,20,7.5,35,60,"6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",10,50,30,7.5,35,60,"13",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",20,50,30,7.5,35,60,"13",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",30,50,30,7.5,35,60,"13",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",10,60,30,7.5,35,60,"6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",20,60,30,7.5,35,60,"6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",30,60,30,7.5,35,60,"12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",10,70,30,7.5,35,60,"6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",20,70,30,7.5,35,60,"12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",30,70,30,7.5,35,60,"12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",10,50,10,6.5,25,65,"13",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",20,50,10,6.5,25,65,"13",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",30,50,10,6.5,25,65,"13",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",10,60,10,6.5,25,65,"12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",20,60,10,6.5,25,65,"12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",30,60,10,6.5,25,65,"12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",10,70,10,6.5,25,65,"12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",20,70,10,6.5,25,65,"12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",30,70,10,6.5,25,65,"12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",10,50,20,6.5,25,65,"13",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",20,50,20,6.5,25,65,"12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",30,50,20,6.5,25,65,"12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",10,60,20,6.5,25,65,"12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",20,60,20,6.5,25,65,"12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",30,60,20,6.5,25,65,"12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",10,70,20,6.5,25,65,"12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",20,70,20,6.5,25,65,"12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",30,70,20,6.5,25,65,"12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",10,50,30,6.5,25,65,"12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",20,50,30,6.5,25,65,"12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",30,50,30,6.5,25,65,"12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",10,60,30,6.5,25,65,"12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",20,60,30,6.5,25,65,"12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",30,60,30,6.5,25,65,"12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",10,70,30,6.5,25,65,"12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",20,70,30,6.5,25,65,"12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",30,70,30,6.5,25,65,"12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",10,50,10,7.5,25,65,"13",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",20,50,10,7.5,25,65,"13",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",30,50,10,7.5,25,65,"13",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",10,60,10,7.5,25,65,"6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",20,60,10,7.5,25,65,"6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",30,60,10,7.5,25,65,"6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",10,70,10,7.5,25,65,"6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",20,70,10,7.5,25,65,"6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",30,70,10,7.5,25,65,"6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",10,50,20,7.5,25,65,"13",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",20,50,20,7.5,25,65,"13",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",30,50,20,7.5,25,65,"13",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",10,60,20,7.5,25,65,"6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",20,60,20,7.5,25,65,"12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",30,60,20,7.5,25,65,"12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",10,70,20,7.5,25,65,"6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",20,70,20,7.5,25,65,"12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",30,70,20,7.5,25,65,"12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",10,50,30,7.5,25,65,"13",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",20,50,30,7.5,25,65,"12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",30,50,30,7.5,25,65,"12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",10,60,30,7.5,25,65,"12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",20,60,30,7.5,25,65,"12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",30,60,30,7.5,25,65,"12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",10,70,30,7.5,25,65,"12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",20,70,30,7.5,25,65,"12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",30,70,30,7.5,25,65,"12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",10,50,10,6.5,35,65,"13",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",20,50,10,6.5,35,65,"13",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",30,50,10,6.5,35,65,"13",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",10,60,10,6.5,35,65,"6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",20,60,10,6.5,35,65,"6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",30,60,10,6.5,35,65,"6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",10,70,10,6.5,35,65,"6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",20,70,10,6.5,35,65,"6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",30,70,10,6.5,35,65,"6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",10,50,20,6.5,35,65,"13",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",20,50,20,6.5,35,65,"13",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",30,50,20,6.5,35,65,"13",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",10,60,20,6.5,35,65,"13",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",20,60,20,6.5,35,65,"12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",30,60,20,6.5,35,65,"12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",10,70,20,6.5,35,65,"12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",20,70,20,6.5,35,65,"12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",30,70,20,6.5,35,65,"12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",10,50,30,6.5,35,65,"13",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",20,50,30,6.5,35,65,"13",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",30,50,30,6.5,35,65,"13",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",10,60,30,6.5,35,65,"12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",20,60,30,6.5,35,65,"12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",30,60,30,6.5,35,65,"12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",10,70,30,6.5,35,65,"12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",20,70,30,6.5,35,65,"12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",30,70,30,6.5,35,65,"12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",10,50,10,7.5,35,65,"13",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",20,50,10,7.5,35,65,"13",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",30,50,10,7.5,35,65,"13",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",10,60,10,7.5,35,65,"6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",20,60,10,7.5,35,65,"6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",30,60,10,7.5,35,65,"6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",10,70,10,7.5,35,65,"6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",20,70,10,7.5,35,65,"6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",30,70,10,7.5,35,65,"6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",10,50,20,7.5,35,65,"13",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",20,50,20,7.5,35,65,"13",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",30,50,20,7.5,35,65,"13",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",10,60,20,7.5,35,65,"6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",20,60,20,7.5,35,65,"6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",30,60,20,7.5,35,65,"6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",10,70,20,7.5,35,65,"6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",20,70,20,7.5,35,65,"6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",30,70,20,7.5,35,65,"6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",10,50,30,7.5,35,65,"13",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",20,50,30,7.5,35,65,"13",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",30,50,30,7.5,35,65,"13",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",10,60,30,7.5,35,65,"6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",20,60,30,7.5,35,65,"6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",30,60,30,7.5,35,65,"12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",10,70,30,7.5,35,65,"6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",20,70,30,7.5,35,65,"12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",30,70,30,7.5,35,65,"12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"pigeon_peas_toor_dal",10,50,10,6.5,25,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",20,50,10,6.5,25,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",30,50,10,6.5,25,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",10,60,10,6.5,25,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",20,60,10,6.5,25,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",30,60,10,6.5,25,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",10,70,10,6.5,25,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",20,70,10,6.5,25,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",30,70,10,6.5,25,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",10,50,20,6.5,25,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",20,50,20,6.5,25,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",30,50,20,6.5,25,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",10,60,20,6.5,25,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",20,60,20,6.5,25,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",30,60,20,6.5,25,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",10,70,20,6.5,25,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",20,70,20,6.5,25,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",30,70,20,6.5,25,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",10,50,30,6.5,25,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",20,50,30,6.5,25,60,"12",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",30,50,30,6.5,25,60,"12",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",10,60,30,6.5,25,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",20,60,30,6.5,25,60,"12",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",30,60,30,6.5,25,60,"12",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",10,70,30,6.5,25,60,"12",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",20,70,30,6.5,25,60,"12",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",30,70,30,6.5,25,60,"12",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",10,50,10,7.5,25,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",20,50,10,7.5,25,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",30,50,10,7.5,25,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",10,60,10,7.5,25,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",20,60,10,7.5,25,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",30,60,10,7.5,25,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",10,70,10,7.5,25,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",20,70,10,7.5,25,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",30,70,10,7.5,25,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",10,50,20,7.5,25,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",20,50,20,7.5,25,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",30,50,20,7.5,25,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",10,60,20,7.5,25,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",20,60,20,7.5,25,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",30,60,20,7.5,25,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",10,70,20,7.5,25,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",20,70,20,7.5,25,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",30,70,20,7.5,25,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",10,50,30,7.5,25,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",20,50,30,7.5,25,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",30,50,30,7.5,25,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",10,60,30,7.5,25,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",20,60,30,7.5,25,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",30,60,30,7.5,25,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",10,70,30,7.5,25,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",20,70,30,7.5,25,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",30,70,30,7.5,25,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",10,50,10,6.5,35,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",20,50,10,6.5,35,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",30,50,10,6.5,35,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",10,60,10,6.5,35,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",20,60,10,6.5,35,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",30,60,10,6.5,35,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",10,70,10,6.5,35,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",20,70,10,6.5,35,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",30,70,10,6.5,35,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",10,50,20,6.5,35,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",20,50,20,6.5,35,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",30,50,20,6.5,35,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",10,60,20,6.5,35,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",20,60,20,6.5,35,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",30,60,20,6.5,35,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",10,70,20,6.5,35,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",20,70,20,6.5,35,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",30,70,20,6.5,35,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",10,50,30,6.5,35,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",20,50,30,6.5,35,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",30,50,30,6.5,35,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",10,60,30,6.5,35,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"pigeon_peas_toor_dal",20,60,30,6.5,35,60,"6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
